Demo_Task,Fiscal_Period,ESG_Record_ID,Linked_GL_Txn_ID,Entity,Cost_Center,Cost_Center_Name,ESG_Category,Account_Code,Account_Name,Supplier,Invoice_Number,PO_Number,Spend_AUD,Sustainability_KPI,KPI_Target,KPI_Actual,KPI_Attainment_Percent,Carbon_tCO2e,Renewable_Source_Percent,Supplier_ESG_Score,Working_Capital_Impact_AUD,Margin_Impact_Points,Misclassification_Flag,Leakage_Flag,Disclosure_Evidence_Status,Audit_Readiness,Recommended_Action,Approval_Required,Source_File_Target
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0182,TXN006390,AUS01,QLD,"Queensland Operations","Compliance assurance",5320,"Audit Fees","Climate Active Advisor",BOB-ESG-0182,PO-ESG-4211,54054.42,supplier_score,848.43,987.00,116.3,42.70,23.1,77,12192.99,0.03,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0183,TXN006391,AUS01,MKT,"Marketing & Sales","Waste reduction",5600,Telecommunications,EcoVadis,BOB-ESG-0183,PO-ESG-9660,116345.49,supplier_score,656.88,614.66,93.6,406.19,66.0,87,48051.50,-0.41,No,None,Missing,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0184,TXN006392,AUS01,OPS,"Operations & Logistics","Renewable sourcing premium",6000,"Cost of Goods Sold","Sustainable Packaging Co",BOB-ESG-0184,PO-ESG-4786,111430.87,waste_kg_reduced,710.03,836.26,117.8,441.90,54.7,96,79284.24,-0.33,No,None,Partial,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0185,TXN006393,AUS01,MKT,"Marketing & Sales","Renewable sourcing premium",6000,"Cost of Goods Sold","Sustainable Packaging Co",BOB-ESG-0185,PO-ESG-2412,98604.31,audit_evidence_count,704.77,620.38,88.0,21.96,79.3,57,-21262.78,-0.23,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0186,TXN006394,AUS01,IT,"Information Technology","Waste reduction",5600,Telecommunications,"Sustainable Packaging Co",BOB-ESG-0186,PO-ESG-4467,36068.74,"tCO2e avoided",206.11,202.11,98.1,577.98,6.8,65,57190.93,0.26,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0187,TXN006395,AUS01,MKT,"Marketing & Sales","Fleet emissions",5400,Travel,EcoVadis,BOB-ESG-0187,PO-ESG-6324,60036.73,"tCO2e avoided",590.50,616.91,104.5,347.98,62.5,59,-18754.92,-0.50,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0188,TXN006396,AUS01,TAS,"Tasmania Operations","Supplier ESG premium",6010,"Direct Materials","Climate Active Advisor",BOB-ESG-0188,PO-ESG-3210,59428.14,renewable_kwh,913.72,632.70,69.2,143.84,44.9,52,43388.96,-0.70,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0189,TXN006397,AUS01,VIC,"Victoria Operations","Fleet emissions",5400,Travel,"Sustainable Packaging Co",BOB-ESG-0189,PO-ESG-6152,53517.76,"tCO2e avoided",841.71,615.09,73.1,262.75,16.0,73,-735.73,-0.21,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0190,TXN006398,AUS01,HR,"Human Resources","Carbon offsets",5300,"Professional Services","Carbon Neutral Pty Ltd",BOB-ESG-0190,PO-ESG-5016,50296.43,audit_evidence_count,649.78,606.06,93.3,293.45,85.9,58,-1523.36,-0.68,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0191,TXN006399,AUS01,FIN,"Finance & Accounting","Sustainable packaging",6010,"Direct Materials",EcoVadis,BOB-ESG-0191,PO-ESG-6034,96971.78,waste_kg_reduced,489.71,575.72,117.6,207.01,77.5,82,-48314.84,0.16,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0192,TXN006400,AUS01,HR,"Human Resources","Compliance assurance",5320,"Audit Fees","Origin Energy",BOB-ESG-0192,PO-ESG-3708,40847.08,audit_evidence_count,866.69,775.20,89.4,534.64,85.1,68,-24561.33,-0.08,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0193,TXN006401,FJI01,MKT,"Marketing & Sales","Supplier ESG premium",6010,"Direct Materials","Climate Active Advisor",BOB-ESG-0193,PO-ESG-9572,66891.44,"tCO2e avoided",967.89,934.75,96.6,187.91,62.3,74,37272.46,-0.02,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0194,TXN006402,FJI01,SA,"South Australia Operations","Supplier ESG premium",6010,"Direct Materials",EcoVadis,BOB-ESG-0194,PO-ESG-6131,13224.94,renewable_kwh,906.84,600.68,66.2,183.20,62.4,47,10016.00,-0.17,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0195,TXN006403,AUS01,IT,"Information Technology","Energy usage",5110,Utilities,"Climate Active Advisor",BOB-ESG-0195,PO-ESG-3315,96113.29,waste_kg_reduced,433.13,477.72,110.3,30.50,33.2,69,47851.70,-0.74,No,None,Missing,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0196,TXN006404,AUS01,HR,"Human Resources","Compliance assurance",5320,"Audit Fees",EcoVadis,BOB-ESG-0196,PO-ESG-3438,59564.58,supplier_score,88.64,103.50,116.8,124.36,31.8,57,48641.37,0.21,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0197,TXN006405,NZL01,TAS,"Tasmania Operations","Compliance assurance",5320,"Audit Fees","Green Freight",BOB-ESG-0197,PO-ESG-2000,82011.32,audit_evidence_count,987.86,712.98,72.2,304.25,12.7,57,-27240.90,-0.19,No,None,Missing,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0198,TXN006406,NZL01,FIN,"Finance & Accounting","Waste reduction",5600,Telecommunications,"Energy Australia",BOB-ESG-0198,PO-ESG-6406,29729.91,waste_kg_reduced,722.52,579.81,80.2,325.21,21.7,80,-14109.85,-0.09,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0199,TXN006407,AUS01,QLD,"Queensland Operations","Renewable sourcing premium",6000,"Cost of Goods Sold","Bureau Veritas",BOB-ESG-0199,PO-ESG-4594,34706.28,audit_evidence_count,738.91,654.05,88.5,285.79,13.9,57,32298.34,-0.42,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0200,TXN006408,PNG01,NSW,"New South Wales Operations","Waste reduction",5600,Telecommunications,"Origin Energy",BOB-ESG-0200,PO-ESG-3129,109109.78,"tCO2e avoided",917.18,747.10,81.5,328.07,90.6,54,-8588.56,0.32,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0201,TXN006409,AUS01,WA,"Western Australia Operations","Energy usage",5110,Utilities,"Bureau Veritas",BOB-ESG-0201,PO-ESG-3639,100054.70,audit_evidence_count,570.93,419.35,73.4,81.92,55.2,73,-32255.51,0.37,No,None,Partial,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0202,TXN006410,AUS01,R&D,"Research & Development","Energy usage",5110,Utilities,"Bureau Veritas",BOB-ESG-0202,PO-ESG-7277,106285.58,"tCO2e avoided",371.79,268.92,72.3,460.91,71.9,96,39902.11,-0.27,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0203,TXN006411,NZL01,MKT,"Marketing & Sales","Fleet emissions",5400,Travel,"Sustainable Packaging Co",BOB-ESG-0203,PO-ESG-4598,18468.75,supplier_score,475.86,555.89,116.8,269.79,18.0,94,-41609.13,-0.52,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0204,TXN006412,AUS01,HR,"Human Resources","Renewable sourcing premium",6000,"Cost of Goods Sold","Origin Energy",BOB-ESG-0204,PO-ESG-6023,52126.42,waste_kg_reduced,276.56,246.56,89.2,401.75,82.7,66,10300.01,0.08,No,None,Missing,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0205,TXN006413,AUS01,SA,"South Australia Operations","Waste reduction",5600,Telecommunications,"Origin Energy",BOB-ESG-0205,PO-ESG-3580,10872.84,audit_evidence_count,177.13,141.29,79.8,272.19,34.4,77,83347.81,-0.65,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0206,TXN006414,FJI01,R&D,"Research & Development","Supplier ESG premium",6010,"Direct Materials",EcoVadis,BOB-ESG-0206,PO-ESG-4651,86880.59,supplier_score,399.73,351.10,87.8,505.97,89.6,62,-23813.25,-0.64,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0207,TXN006415,AUS01,SA,"South Australia Operations","Sustainable packaging",6010,"Direct Materials","Bureau Veritas",BOB-ESG-0207,PO-ESG-4049,31397.99,renewable_kwh,119.40,110.76,92.8,277.49,47.0,58,84746.02,-0.16,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0208,TXN006416,AUS01,SA,"South Australia Operations","Sustainable packaging",6010,"Direct Materials","Carbon Neutral Pty Ltd",BOB-ESG-0208,PO-ESG-6582,40971.93,"tCO2e avoided",182.61,218.18,119.5,346.49,28.7,65,-22055.73,0.02,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0209,TXN006417,NZL01,VIC,"Victoria Operations","Sustainable packaging",6010,"Direct Materials","Origin Energy",BOB-ESG-0209,PO-ESG-7714,22931.74,audit_evidence_count,135.00,114.24,84.6,68.01,19.6,85,-30507.82,0.13,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0210,TXN006418,AUS01,VIC,"Victoria Operations","Waste reduction",5600,Telecommunications,"Energy Australia",BOB-ESG-0210,PO-ESG-2631,31175.87,waste_kg_reduced,378.95,267.39,70.6,243.85,59.6,91,-23240.11,0.26,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0211,TXN006419,NZL01,CORP,"Corporate Head Office","Carbon offsets",5300,"Professional Services","Carbon Neutral Pty Ltd",BOB-ESG-0211,PO-ESG-2652,81321.05,renewable_kwh,992.46,878.66,88.5,583.64,90.5,46,-19086.21,-0.46,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0212,TXN006420,AUS01,MKT,"Marketing & Sales","Compliance assurance",5320,"Audit Fees","Bureau Veritas",BOB-ESG-0212,PO-ESG-6655,88089.53,waste_kg_reduced,953.68,795.63,83.4,418.27,59.3,98,-6036.63,-0.60,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0213,TXN006421,AUS01,IT,"Information Technology","Sustainable packaging",6010,"Direct Materials","Sustainable Packaging Co",BOB-ESG-0213,PO-ESG-5076,105180.56,supplier_score,791.39,746.36,94.3,545.79,88.1,49,28481.12,-0.23,No,None,Missing,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0214,TXN006422,AUS01,IT,"Information Technology","Supplier ESG premium",6010,"Direct Materials","Sustainable Packaging Co",BOB-ESG-0214,PO-ESG-5720,68524.94,waste_kg_reduced,621.02,569.30,91.7,31.65,17.7,76,16834.04,-0.26,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0215,TXN006423,AUS01,WA,"Western Australia Operations","Waste reduction",5600,Telecommunications,"Energy Australia",BOB-ESG-0215,PO-ESG-7623,5679.38,renewable_kwh,394.63,272.76,69.1,484.98,48.5,95,82538.99,-0.01,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0216,TXN006424,AUS01,VIC,"Victoria Operations","Waste reduction",5600,Telecommunications,"Origin Energy",BOB-ESG-0216,PO-ESG-2576,80418.29,waste_kg_reduced,167.74,200.35,119.4,256.36,33.3,76,-16206.70,0.03,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0217,TXN006425,AUS01,QLD,"Queensland Operations","Sustainable packaging",6010,"Direct Materials","Climate Active Advisor",BOB-ESG-0217,PO-ESG-8992,118056.01,"tCO2e avoided",323.78,293.62,90.7,344.09,75.2,74,-48156.74,-0.13,No,None,Partial,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0218,TXN006426,NZL01,MKT,"Marketing & Sales","Waste reduction",5600,Telecommunications,"Climate Active Advisor",BOB-ESG-0218,PO-ESG-9585,51955.76,supplier_score,713.00,484.34,67.9,370.06,42.9,62,1344.18,-0.01,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0219,TXN006427,AUS01,R&D,"Research & Development","Sustainable packaging",6010,"Direct Materials","Carbon Neutral Pty Ltd",BOB-ESG-0219,PO-ESG-8814,46849.29,supplier_score,601.28,726.61,120.8,542.63,24.7,52,53772.80,0.05,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0220,TXN006428,NZL01,QLD,"Queensland Operations","Sustainable packaging",6010,"Direct Materials","Carbon Neutral Pty Ltd",BOB-ESG-0220,PO-ESG-5228,47980.14,audit_evidence_count,476.46,359.05,75.4,278.02,72.4,83,41794.99,-0.08,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0221,TXN006429,AUS01,VIC,"Victoria Operations","Energy usage",5110,Utilities,"Carbon Neutral Pty Ltd",BOB-ESG-0221,PO-ESG-5917,31733.86,waste_kg_reduced,861.41,773.81,89.8,15.04,47.2,72,3045.37,-0.43,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0222,TXN006430,FJI01,SA,"South Australia Operations","Sustainable packaging",6010,"Direct Materials","Origin Energy",BOB-ESG-0222,PO-ESG-9703,111457.74,supplier_score,692.16,864.42,124.9,372.77,84.9,85,48186.22,-0.10,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0223,TXN006431,AUS01,FIN,"Finance & Accounting","Carbon offsets",5300,"Professional Services","Sustainable Packaging Co",BOB-ESG-0223,PO-ESG-5815,79158.83,renewable_kwh,240.31,243.68,101.4,511.39,54.1,46,14479.99,-0.16,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0224,TXN006432,AUS01,CORP,"Corporate Head Office","Carbon offsets",5300,"Professional Services","Carbon Neutral Pty Ltd",BOB-ESG-0224,PO-ESG-6577,5138.87,waste_kg_reduced,269.16,231.37,86.0,581.47,36.6,89,-49987.04,-0.59,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0225,TXN006433,AUS01,QLD,"Queensland Operations","Compliance assurance",5320,"Audit Fees",EcoVadis,BOB-ESG-0225,PO-ESG-9699,46086.68,"tCO2e avoided",53.98,48.88,90.6,328.96,11.7,98,27425.00,-0.69,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0226,TXN006434,AUS01,NT,"Northern Territory Operations","Carbon offsets",5300,"Professional Services","Carbon Neutral Pty Ltd",BOB-ESG-0226,PO-ESG-9004,5907.02,renewable_kwh,561.94,577.14,102.7,175.21,64.6,73,-14785.04,-0.24,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0227,TXN006435,AUS01,VIC,"Victoria Operations","Compliance assurance",5320,"Audit Fees","Energy Australia",BOB-ESG-0227,PO-ESG-2308,114219.85,waste_kg_reduced,360.12,253.86,70.5,319.79,54.0,55,32660.55,0.09,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0228,TXN006436,AUS01,HR,"Human Resources","Waste reduction",5600,Telecommunications,"Carbon Neutral Pty Ltd",BOB-ESG-0228,PO-ESG-3592,91296.69,renewable_kwh,550.37,389.64,70.8,156.80,75.4,97,77618.57,-0.62,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0229,TXN006437,AUS01,OPS,"Operations & Logistics","Renewable sourcing premium",6000,"Cost of Goods Sold","Bureau Veritas",BOB-ESG-0229,PO-ESG-6658,4483.30,supplier_score,279.38,189.95,68.0,287.43,67.1,54,11560.39,0.29,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0230,TXN006438,AUS01,CORP,"Corporate Head Office","Renewable sourcing premium",6000,"Cost of Goods Sold","Origin Energy",BOB-ESG-0230,PO-ESG-4870,25335.10,renewable_kwh,70.94,79.42,112.0,197.26,17.9,49,39595.71,0.06,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0231,TXN006439,AUS01,WA,"Western Australia Operations","Carbon offsets",5300,"Professional Services","Energy Australia",BOB-ESG-0231,PO-ESG-4940,14470.05,audit_evidence_count,213.40,260.09,121.9,192.39,20.8,51,6382.63,0.12,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0232,TXN006440,AUS01,FIN,"Finance & Accounting","Fleet emissions",5400,Travel,"Energy Australia",BOB-ESG-0232,PO-ESG-6763,32284.05,"tCO2e avoided",77.97,79.01,101.3,597.21,64.9,47,-45886.92,0.16,No,None,Partial,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0233,TXN006441,AUS01,IT,"Information Technology","Fleet emissions",5400,Travel,"Sustainable Packaging Co",BOB-ESG-0233,PO-ESG-4807,18625.62,waste_kg_reduced,909.25,683.98,75.2,56.51,13.0,59,-11344.13,-0.71,No,None,Complete,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0234,TXN006442,AUS01,FIN,"Finance & Accounting","Supplier ESG premium",6010,"Direct Materials",EcoVadis,BOB-ESG-0234,PO-ESG-3375,112688.92,supplier_score,427.04,488.00,114.3,152.97,24.2,93,34944.65,-0.09,No,None,Complete,"Needs review","CFO approval for material ESG spend",Yes,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0235,TXN006443,AUS01,VIC,"Victoria Operations","Energy usage",5110,Utilities,"Energy Australia",BOB-ESG-0235,PO-ESG-4016,79469.28,renewable_kwh,169.66,110.45,65.1,52.02,6.1,84,63664.99,0.29,No,None,Complete,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0236,TXN006444,AUS01,NT,"Northern Territory Operations","Sustainable packaging",6010,"Direct Materials","Green Freight",BOB-ESG-0236,PO-ESG-7946,31976.96,supplier_score,512.31,629.85,122.9,599.39,66.2,66,-5380.68,-0.77,No,None,Partial,Partial,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 3 - ESG",2026-08,ESG-MAR26-0237,TXN006445,AUS01,CORP,"Corporate Head Office","Renewable sourcing premium",6000,"Cost of Goods Sold","Energy Australia",BOB-ESG-0237,PO-ESG-8462,60196.07,audit_evidence_count,195.30,144.08,73.8,14.10,60.2,73,-38060.61,0.21,No,None,Missing,Ready,"No action",No,"IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
